Symbol,Name,Price(Intraday),Change,%Change,Volume,Avg Vol(3 month),Market Cap,PE Ratio(TTM),Type
TLJ.F,Tian Lun Gas Holdings Limited,0.675,-0.025,-3.57%,"1,000",17,675.891M,11.25,Utilites
B2O.F,PT Cikarang Listrindo Tbk,0.0325,-0.001,-2.99%,"2,000",0,665.191M,,Utilites
7Z2.F,Électricite de Strasbourg Société Anonyme,88.4,1.2,+1.38%,1,0,633.774M,15.99,Utilites
1KS.F,"Shizuoka Gas Co., Ltd.",7.95,0.0,0.00%,,0,607.653M,6.31,Utilites
54F.F,"Audax Renovables, S.A.",1.284,0.016,+1.26%,"3,000",0,572.317M,128.40,Utilites
YWA.SG,The York Water Company,39.0,0.4,+1.04%,0,10,560.801M,31.20,Utilites
ECEA.F,Societatea Energetica Electrica S.A.,6.35,0.0,0.00%,325,14,552.896M,4.77,Utilites
9KJ.F,NX Filtration N.V.,10.48,0.1,+0.96%,77,9,535.437M,,Utilites
GGI.F,"Beijing Energy International Holding Co., Ltd.",0.0171,0.0003,+1.79%,"288,877",0,530.986M,,Utilites
AVA.F,Ascopiave S.p.A.,2.365,-0.02,-0.84%,57,1,522.088M,21.50,Utilites
08M.F,Admie Holding S.A.,2.085,0.035,+1.71%,"2,110",232,485.628M,8.02,Utilites
XSG.F,"Saibu Gas Holdings Co.,Ltd.",13.3,-0.3,-2.21%,40,0,508.174M,7.27,Utilites
5LIA.SG,Light S.A.,1.05,0.02,+1.94%,0,0,504.074M,,Utilites
6HF.F,"eREX Co.,Ltd.",7.55,0.25,+3.42%,100,8,450.813M,8.88,Utilites
BIU2.F,China Everbright Water Limited,0.134,-0.001,-0.74%,"1,000",642,419.967M,3.35,Utilites
08M.SG,Admie Holding S.A.,2.02,0.068,+3.48%,0,0,468.64M,15.42,Utilites
8610.F,"Energy Vault Holdings, Inc.",2.57,-0.105,-3.93%,1,"1,515",364.704M,,Utilites
A9W1.F,SIIC Environment Holdings Ltd.,0.124,0.002,+1.64%,"1,020",43,361.543M,3.10,Utilites
3UG.F,Zheneng Jinjiang Environment Holding Company Limited,0.169,-0.002,-1.17%,"2,800",0,296.544M,4.22,Utilites
UMA.F,AS Latvijas Gaze,8.36,0.06,+0.72%,23,0,347.962M,9.72,Utilites
52K.F,Cloudberry Clean Energy ASA,1.16,0.06,+5.45%,"7,558","1,829",342.261M,16.57,Utilites
CW2.F,Consolidated Water Co. Ltd.,20.4,0.4,+2.00%,400,72,336.963M,34.00,Utilites
6GE.F,Genie Energy Ltd.,12.7,-0.2,-1.55%,260,13,333.986M,7.02,Utilites
CK7.F,China Everbright Greentech Limited,0.145,0.002,+1.40%,"4,000",70,320.762M,7.25,Utilites
LYV.F,Orrön Energy AB (publ),1.046,-0.028,-2.61%,"1,540",732,299.078M,10.46,Utilites
89W.F,"Grupo Ecoener, S.A.",4.65,-0.02,-0.43%,"1,100",24,269.844M,15.00,Utilites
7XZ.F,Ekopak NV,17.5,0.05,+0.29%,6,0,266.886M,,Utilites
2ZC.F,Cadiz Inc.,3.98,-0.1,-2.45%,10,81,265.429M,,Utilites
KO32.F,Beijing Gas Blue Sky Holdings Limited,0.009,0.0,0.00%,500,297,248.222M,,Utilites
A1T.F,AS Tallinna Vesi,11.9,0.05,+0.42%,300,7,243.021M,26.44,Utilites
WS7A.F,Binhai Investment Company Limited,0.165,-0.001,-0.60%,21,0,238.821M,5.50,Utilites
1ZK.F,Elmera Group ASA,2.05,-0.01,-0.49%,"2,000",56,222.7M,29.29,Utilites
6W6.F,ZE PAK SA,4.275,-0.14,-3.17%,4,0,225.399M,,Utilites
4QX.F,Groupe OKwind Société anonyme,26.8,1.1,+4.28%,250,83,220.629M,99.26,Utilites
7ES1.F,Eastern Water Resources Development and Management Public Company Limited,0.12,0.0,0.00%,"1,000",17,220.426M,12.00,Utilites
4QX.SG,Groupe OKwind Société anonyme,26.4,1.1,+4.35%,0,4,217.336M,97.78,Utilites
9QW.F,Hydrogène de France Société anonyme,15.1,0.6,+4.14%,4,2,217.804M,,Utilites
84H.F,"Sichuan Energy Investment Development Co., Ltd.",0.197,0.001,+0.51%,"5,000",0,212.098M,4.93,Utilites
NUR.SG,Ellomay Capital Ltd.,15.6,0.9,+6.12%,0,0,215.063M,,Utilites
AMH.F,AB Amber Grid,1.15,-0.01,-0.86%,50,0,213.982M,16.43,Utilites
NUR.F,Ellomay Capital Ltd.,15.4,-0.2,-1.28%,600,0,208.197M,,Utilites
N4T.F,Polaris Renewable Energy Inc.,9.65,-0.1,-1.03%,50,4,207.33M,50.79,Utilites
H3O1.F,H2O Innovation Inc.,2.15,0.15,+7.50%,900,288,195.083M,71.67,Utilites
4SM.F,Magnora ASA,2.63,0.015,+0.57%,352,310,176.573M,43.83,Utilites
7VZ.F,Altius Renewable Royalties Corp.,6.1,0.0,0.00%,200,0,192.199M,,Utilites
7GZ.F,Tidewater Renewables Ltd.,5.4,-0.1,-1.82%,"1,000",56,189.835M,,Utilites
A4W.F,Arise AB (publ),4.15,-0.13,-3.04%,20,954,186.307M,2.59,Utilites
ABO.DE,clearvise AG,2.39,0.0,0.00%,"1,000","18,226",180.1M,15.93,Utilites
DH4.F,"Energy Solar Tech, S.A.",6.51,0.05,+0.77%,10,4,178.364M,65.10,Utilites
ABO.F,clearvise AG,2.34,0.0,0.00%,"2,500",366,177.839M,14.62,Utilites
ABO.MU,clearvise AG,2.34,0.0,0.00%,"1,600",106,177.839M,14.62,Utilites
ABO.DU,clearvise AG,2.34,-0.03,-1.27%,400,42,176.332M,14.62,Utilites
27K.F,Kangda International Environmental Company Limited,0.0445,0.0015,+3.49%,"12,107",0,62.053M,1.44,Utilites
256.SG,Azure Power Global Limited,1.497,-0.058,-3.73%,0,35,97.851M,,Utilites
3LUA.F,Green Hydrogen Systems A/S,1.64,-0.094,-5.42%,"3,104",269,257.309M,,Utilites
GPO.F,Genex Power Limited,0.0995,0.0005,+0.51%,"2,000",81,142.754M,1.99,Utilites
54O.F,ALTEO Energy Services Public Limited Company,6.86,-0.02,-0.29%,"2,900",50,141.812M,3.90,Utilites
54O.SG,ALTEO Energy Services Public Limited Company,6.86,-0.06,-0.87%,0,0,141.404M,3.90,Utilites
0AS.SG,Entech SA,9.7,-0.12,-1.22%,0,0,142.927M,,Utilites
5JT.F,Innovatec S.p.A.,1.413,-0.032,-2.21%,135,131,140.231M,12.85,Utilites
9UG.F,Integrated Wind Solutions ASA,3.18,-0.06,-1.85%,"1,000",0,126.228M,,Utilites
GY2.F,SolarBank Corporation,4.5,-0.7,-13.46%,310,"1,851",122.909M,,Utilites
2ZO.F,Zespól Elektrocieplowni Wroclawskich KOGENERACJA S.A.,7.44,0.0,0.00%,,0,116.126M,1.71,Utilites
4H2.F,"Holaluz-Clidom, S.A.",4.98,-0.24,-4.60%,320,281,110.899M,99.60,Utilites
4H2.MU,"Holaluz-Clidom, S.A.",4.76,-0.32,-6.30%,"1,000",70,104.007M,95.20,Utilites
CAG0.HM,Clere AG,14.4,0.0,0.00%,750,765,112.143M,"1,440.00",Utilites
ZW1.F,Dala Energi AB (publ),4.45,-0.05,-1.11%,200,11,110.94M,14.83,Utilites
00B.F,Aquaporin A/S,9.68,-0.08,-0.82%,15,2,106.35M,,Utilites
04B.F,Green Impact Partners Inc.,5.25,-0.1,-1.87%,320,168,103.485M,,Utilites
27K.SG,Kangda International Environmental Company Limited,0.044,0.0015,+3.53%,0,0,112.189M,4.40,Utilites
X1B.F,Haffner Energy S.A.,2.065,0.119,+6.12%,300,5,96.076M,,Utilites
J4Q5.F,Invinity Energy Systems plc,0.5,0.022,+4.60%,"1,000",825,96.07M,,Utilites
256.F,Azure Power Global Limited,1.399,0.019,+1.38%,300,110,95.987M,,Utilites
FHW.F,Fernheizwerk Neukölln Aktiengesellschaft,39.0,0.0,0.00%,495,80,89.7M,,Utilites
8900.F,Memiontec Holdings Ltd.,0.105,-0.005,-4.55%,"3,556","1,532",83.32M,,Utilites
PUQ.F,Westbridge Renewable Energy Corp.,0.775,-0.03,-3.73%,570,"1,385",79.993M,,Utilites
KOJ5.F,Kong Sun Holdings Limited,0.005,0.0005,+11.11%,"10,000",0,84.206M,,Utilites
TJI.F,GCL New Energy Holdings Limited,0.065,0.007,+12.07%,165,287,75.884M,,Utilites
3SQ1.F,AHT Syngas Technology N.V.,33.8,1.6,+4.97%,"2,060",621,72.67M,,Utilites
SLE.F,"Via Renewables, Inc.",9.83,-0.05,-0.51%,1,0,71.54M,,Utilites
7MN.F,Minesto AB (publ),0.375,0.0085,+2.32%,"3,810",135,61.257M,,Utilites
1DK.SG,Global Bioenergies SA,3.745,0.135,+3.74%,0,83,58.92M,,Utilites
Y21.F,Eneraqua Technologies plc,1.67,0.22,+15.17%,50,8,57.298M,6.42,Utilites
6Z8.F,eVISO S.p.A.,2.23,-0.01,-0.45%,"1,270",0,56.048M,,Utilites
HAU2.SG,China Water Industry Group Limited,0.0195,0.0,0.00%,0,0,56.035M,,Utilites
J6J.F,ATOME Energy PLC,1.24,0.06,+5.08%,100,3,51.243M,,Utilites
20X.F,Figene Capital S.A.,0.199,0.001,+0.51%,,0,47.585M,,Utilites
CT1.F,China Energine International (Holdings) Limited,0.01,0.0005,+5.26%,"36,000","2,297",43.69M,,Utilites
PPL.F,PannErgy Nyrt.,2.92,0.08,+2.82%,200,28,46.598M,12.17,Utilites
2WI.F,"Yunnan Water Investment Co., Limited",0.025,0.0,0.00%,"5,000",157,42.16M,,Utilites
9S0.F,Aqua Spólka Akcyjna,3.36,0.02,+0.60%,300,1,44.104M,19.76,Utilites
WVJ.SG,AB Kauno Energija,0.86,-0.01,-1.15%,0,0,41.041M,3.91,Utilites
7ST0.F,Advanced Soltech Sweden AB (publ),0.858,-0.003,-0.35%,100,1,34.011M,,Utilites
0UG1.F,UGE International Ltd.,0.99,0.055,+5.88%,362,42,35.691M,,Utilites
60P.F,Fusion Fuel Green PLC,2.04,-0.1,-4.67%,350,79,33.684M,,Utilites
ZI3.F,Waroona Energy Inc.,0.0282,0.0,0.00%,,0,31.869M,,Utilites
L5Q.F,Charwood Energy SA,5.88,0.14,+2.44%,444,7,30.718M,,Utilites
OW7.F,Ocean Sun AS,0.56,0.008,+1.45%,360,99,26.86M,,Utilites
OW7.MU,Ocean Sun AS,0.552,0.008,+1.47%,65,0,26.18M,,Utilites
KEH.F,Chinese People Holdings Company Limited,0.0015,-0.0005,-25.00%,"9,962",0,25.43M,,Utilites
TI5.F,algoWatt S.p.A.,0.549,-0.026,-4.52%,363,8,25.296M,,Utilites
DCL.F,Climeon AB (publ),0.234,0.0035,+1.52%,"1,300",690,23.696M,,Utilites
S12.F,Spark Power Group Inc.,0.244,-0.002,-0.81%,"1,000",0,22.649M,,Utilites
9PS.MU,Agripower France SA,5.2,0.0,0.00%,500,7,19.204M,43.33,Utilites
TI5.SG,TerniEnergia S.p.A.,0.575,-0.002,-0.35%,0,0,28.114M,,Utilites
3SH.F,Shunfeng International Clean Energy Limited,0.001,0.0,0.00%,3,0,17.359M,,Utilites
4AZ.F,Azelio AB (publ),0.0434,-0.0009,-2.03%,"2,000",35,15.953M,,Utilites
CR9.F,Smart Powerr Corp.,1.77,-0.04,-2.21%,100,0,13.618M,,Utilites
PM7.F,ReVolve Renewable Power Corp.,0.238,-0.004,-1.65%,100,33,13.462M,5.95,Utilites
OCE.F,Cortus Energy AB (publ),0.0039,-0.0025,-39.06%,"50,000","1,298",13.029M,,Utilites
EBGK.HM,Aleia Holding AG,0.69,0.0,0.00%,"1,274","5,452",12.802M,,Utilites
CNM1.F,Carnegie Clean Energy Limited,0.0008,0.0,0.00%,"50,000","38,947",12.514M,,Utilites
1KW0.F,Eco Wave Power Global AB (publ),2.14,0.0,0.00%,350,31,12.54M,,Utilites
7K8.F,SIMEC Atlantis Energy Limited,0.014,0.006,+75.00%,"53,233","6,280",14.341M,,Utilites
9NK.F,Clean TeQ Water Limited,0.15,0.0,0.00%,12,0,9.414M,,Utilites
5JS1.F,Agatos S.p.A.,0.4295,-0.0005,-0.12%,"3,600",0,9.049M,,Utilites
V5X.F,Synex Renewable Energy Corporation,1.49,-0.02,-1.32%,800,14,6.221M,,Utilites
82T.F,Aega ASA,0.0512,-0.003,-5.54%,520,0,4.641M,,Utilites
6H6.F,Dlaboratory Sweden AB (publ),0.225,0.007,+3.21%,400,0,4.386M,,Utilites
7R3.F,Clean Industry Solutions Holding Europe AB,0.1025,-0.001,-0.97%,"1,000",0,2.928M,,Utilites
EA2.F,EAM Solar ASA,0.408,-0.013,-3.09%,100,92,2.796M,,Utilites
X92.F,ZAZZ Energy of Sweden AB (publ),0.0064,-0.0003,-4.48%,"21,000",368,"846,176",,Utilites
97D.F,MAST Energy Developments PLC,0.0015,-0.01,-86.96%,"10,000",0,"528,282",,Utilites
VRQ0.F,Vergnet SA,0.0005,0.0,0.00%,"600,000",66,21,,Utilites
KEH.MU,Chinese People Holdings Co Ltd,0.005,0.0,0.00%,"50,000",0,,,Utilites
256.MU,Azure Power Global Ltd,1.483,-0.232,-13.53%,950,0,,,Utilites
AOR.DU,Solaria Energia y Medio Ambiente SA,13.86,0.4,+3.01%,100,0,,,Utilites
RWEA.MU,RWE AG,40.2,0.0,0.00%,25,76,,,Utilites
MRY.SG,Mercury NZ Ltd,3.46,0.0,0.00%,0,1,,,Utilites
69J.MU,Opdenergy Holding SA,5.54,0.0,0.00%,,0,,,Utilites
KEH.SG,Chinese People Holdings Co Ltd,0.002,0.0,0.00%,0,"1,664",,,Utilites
PCG6.F,Pacific Gas and Electric Company,19.7,-0.2,-1.01%,,0,,11.49,Utilites
9QW.MU,Hydrogen De France,15.46,1.24,+8.72%,40,1,,,Utilites
15M1.SG,Meridian Energy Ltd,2.9,-0.06,-2.03%,0,198,,,Utilites
LEC.DU,Lechwerke AG,96.5,1.0,+1.05%,30,2,,,Utilites
BZB.MU,Contact Energy Ltd,4.56,-0.02,-0.44%,220,9,,,Utilites
PPL.DU,PannErgy Plc,2.9,-0.01,-0.34%,,0,,,Utilites
T7P.F,TPC Consolidated Ltd,2.78,0.0,0.00%,500,8,,,Utilites
ECV.HA,Encavis AG,15.78,-0.02,-0.13%,85,11,,,Utilites
OPB.BE,OPG Power Ventures PLC,0.0945,0.0,0.00%,0,0,,,Utilites
WHS.SG,Kalina Power Ltd,0.0035,0.0,0.00%,0,350,,,Utilites
WHS.SG,Kalina Power Ltd,0.0035,0.0,0.00%,0,350,,,Utilites
PPL.DU,PannErgy Plc,2.9,-0.01,-0.34%,,0,,,Utilites
15M1.SG,Meridian Energy Ltd,2.9,-0.06,-2.03%,0,198,,,Utilites
9QW.MU,Hydrogen De France,15.46,1.24,+8.72%,40,1,,,Utilites
PCG6.F,Pacific Gas and Electric Company,19.7,-0.2,-1.01%,,0,,11.49,Utilites
7MN.MU,Minesto AB,0.392,0.03,+8.29%,"2,000",147,,,Utilites
SD6.MU,Enlight Renewable Energy Ltd,18.17,0.24,+1.34%,76,6,,,Utilites
751.MU,Algonquin Power & Utilities Corp,7.66,-0.11,-1.47%,500,28,,,Utilites
SAJA.SG,Companhia De Saneamento Basico Do Estado De Sao Paulo,10.1,0.0,0.00%,0,20,,,Utilites
X1B.SG,Haffner Energy SA,2.035,0.015,+0.74%,0,0,,,Utilites
GZFB.SG,Engie SA,14.3,0.3,+2.14%,0,40,,,Utilites
0C2.SG,Chubu Electric Power Co Inc,10.9,-0.1,-0.91%,0,39,,,Utilites
0AS.F,Entech SA,9.82,-0.04,-0.41%,5,0,,,Utilites
3U4.F,SulNOx Group PLC,0.077,0.012,+18.46%,"1,000",0,,,Utilites
GPO.SG,Genex Power Ltd,0.0965,-0.0005,-0.52%,0,0,,,Utilites
48Z.BE,Invinity Energy Systems PLC,41.73,-0.17,-0.41%,114,0,,,Utilites
CENB.SG,Centrica PLC,1.32,-0.04,-2.94%,0,933,,,Utilites
SAJA.BE,Companhia De Saneamento Basico Do Estado De Sao Paulo,10.1,-0.1,-0.98%,600,0,,,Utilites
62L.DU,Norsk Solar AS,0.1415,-0.0015,-1.05%,"40,000",0,,,Utilites
RWE.DU,RWE AG,40.42,0.42,+1.05%,20,202,,,Utilites
AEP.DU,American Electric Power Co Inc,77.92,0.86,+1.12%,1,0,,,Utilites
ECV.MU,Encavis AG,15.81,0.03,+0.19%,2,323,,,Utilites
T8T.BE,Telecom Plus PLC,17.64,0.3,+1.73%,300,0,,,Utilites
T9W.SG,Thessaloniki Water Supply & Sewerage Co SA,3.49,-0.07,-1.97%,0,0,,,Utilites
RWE.HM,RWE AG,40.71,0.99,+2.49%,"2,228",617,,,Utilites
MNV6.SG,Mainova AG,515.0,10.0,+1.98%,0,0,,,Utilites
6PG.BE,Polska Grupa Energetyczna SA,1.644,0.0335,+2.08%,"1,000",0,,,Utilites
RWEA.BE,RWE AG,40.4,0.4,+1.00%,100,11,,,Utilites
9NK.BE,Clean Teq Water Ltd,0.152,-0.014,-8.43%,750,0,,,Utilites
EBK.SG,EnBW Energie Baden-Wuerttemberg AG,85.0,-2.0,-2.30%,0,79,,,Utilites
LEC.BE,Lechwerke AG,97.0,-0.5,-0.51%,10,0,,,Utilites
FOT.SG,Fortum Oyj,13.06,-0.05,-0.38%,0,182,,,Utilites
1NR.BE,Northland Power Inc,18.96,0.1,+0.53%,50,0,,,Utilites
WT5.HA,California Water Service Group,47.6,0.2,+0.42%,,0,,,Utilites
AEO.HA,Atmos Energy Corp,106.3,-0.8,-0.75%,,0,,,Utilites
EDP.MU,EDP - Energias de Portugal SA,4.623,0.0,0.00%,"1,101",23,,,Utilites
9C6.BE,China Suntien Green Energy Corp Ltd,0.324,0.002,+0.62%,"6,250",0,,,Utilites
AOR.BE,Solaria Energia y Medio Ambiente SA,13.46,0.09,+0.67%,270,0,,,Utilites
NY4B.MU,Clearway Energy Inc,26.4,-0.4,-1.49%,50,31,,,Utilites
H3O1.BE,H2O Innovation Inc,2.07,0.07,+3.50%,"1,665",29,,,Utilites
1ZK.MU,Elmera Group ASA,2.074,-0.004,-0.19%,"2,500",52,,,Utilites
TOG.SG,Tokyo Gas Co Ltd,20.4,-0.4,-1.92%,"1,000",6,,,Utilites
FP3.DU,NextEra Energy Inc,68.19,0.52,+0.77%,75,31,,,Utilites
D9F2.SG,Drax Group PLC,6.59,0.0,0.00%,0,7,,,Utilites
IBE1.MU,Iberdrola SA,11.57,0.06,+0.56%,1,152,,,Utilites
OT4.SG,Otter Tail Corp,68.5,-0.5,-0.72%,0,0,,,Utilites
CEZA.MU,CEZ a.s,22.6,0.0,0.00%,30,2,,,Utilites
MVV1.SG,MVV Energie AG,31.4,0.8,+2.61%,536,107,,,Utilites
D2G1.SG,Orsted A/S,29.4,0.8,+2.80%,0,0,,,Utilites
ENL.SG,Enel SpA,6.11,-0.02,-0.28%,200,"9,195",,,Utilites
FJG.MU,Electric Power Development Co Ltd,13.7,-0.1,-0.72%,50,0,,,Utilites
AES.SG,The AES Corp,19.74,0.62,+3.27%,0,7,,,Utilites
FE7.DU,FirstEnergy Corp,35.51,-0.05,-0.14%,50,0,,,Utilites
HNM.DU,Ormat Technologies Inc,78.45,0.1,+0.13%,10,0,,,Utilites
PM7.MU,ReVolve Renewable Power Corp,0.264,0.0,0.00%,"1,000",17,,,Utilites
NRN.MU,Xcel Energy Inc,58.31,0.19,+0.33%,34,1,,,Utilites
RN4.DU,REN-Redes Energeticas Nacionais Sgps SA,2.515,0.01,+0.40%,"4,340",0,,,Utilites
TZ8.BE,Iren SpA,1.86,0.018,+0.98%,700,0,,,Utilites
CLP.BE,CLP Holdings Ltd,6.7,0.15,+2.29%,"2,000",0,,,Utilites
12F.DU,Fortis Inc,39.14,0.24,+0.62%,20,1,,,Utilites
LGX1.MU,China Resources Gas Group Ltd,3.28,0.0,0.00%,300,0,,,Utilites
L3XA.SG,Centrais Eletricas Brasileiras SA,8.25,0.1,+1.23%,0,53,,,Utilites
D2MN.BE,Duke Energy Corp,83.7,-0.2,-0.24%,2,0,,,Utilites
OT4.BE,Otter Tail Corp,68.5,-1.0,-1.44%,,0,,,Utilites
EDW.HA,EDP Renovaveis SA,19.22,-0.04,-0.21%,10,0,,,Utilites
AY1.SG,Alliant Energy Corp,49.4,0.4,+0.82%,0,0,,,Utilites
PNE3.DU,PNE AG,14.14,0.0,0.00%,100,37,,,Utilites
RN4.SG,REN-Redes Energeticas Nacionais Sgps SA,2.515,-0.005,-0.20%,0,53,,,Utilites
AEBA.DU,ALLETE Inc,54.5,0.5,+0.93%,,0,,,Utilites
WS7A.SG,Binhai Investment Co Ltd,0.164,-0.001,-0.61%,0,0,,,Utilites
BHI.DU,Black Hills Corp,56.0,0.0,0.00%,100,0,,,Utilites
EDC.DE,Consolidated Edison Inc,86.0,0.9,+1.06%,6,4,25.284B,22.39,Utilites
EOAA.BE,E.ON SE,11.3,0.2,+1.80%,"3,200",135,,,Utilites
6WX.SG,China Longyuan Power Group Corp Ltd,0.9886,0.0136,+1.39%,0,760,,,Utilites
6WX0.MU,China Longyuan Power Group Corp Ltd,9.85,0.0,0.00%,71,0,,,Utilites
WS7A.MU,Binhai Investment Co Ltd,0.191,0.0,0.00%,"2,000",35,,,Utilites
OSA.DU,Osaka Gas Co Ltd,14.2,-0.1,-0.70%,1,0,,,Utilites
HUP1.MU,Huaneng Power International Inc,0.52,-0.005,-0.95%,"10,000",0,,,Utilites
AOR.MU,Solaria Energia y Medio Ambiente SA,13.5,0.06,+0.45%,100,15,,,Utilites
HUP1.DU,Huaneng Power International Inc,0.51,-0.02,-3.77%,"60,000",0,,,Utilites
C3TA.BE,Central Puerto SA,6.65,0.3,+4.72%,,0,,,Utilites
SOT.SG,Southern Co,65.94,0.72,+1.10%,0,16,,,Utilites
PPL.BE,PannErgy Plc,2.92,0.08,+2.82%,"2,200",0,,,Utilites
I10.SG,Italgas SpA,5.55,0.11,+2.02%,0,17,4.832B,,Utilites
UUEC.SG,United Utilities Group PLC,12.1,0.1,+0.83%,0,61,,,Utilites
TZ8.MU,Iren SpA,1.863,0.0,0.00%,100,1,,,Utilites
IBE1.HM,Iberdrola SA,11.56,0.02,+0.17%,875,163,,,Utilites
44T.DU,Terna Energy SA,19.64,0.11,+0.56%,50,0,,,Utilites
SCT.DU,SSE PLC,21.6,0.4,+1.89%,100,0,,,Utilites
CLP.SG,CLP Holdings Ltd,6.6,0.05,+0.76%,0,40,,,Utilites
OSA.BE,Osaka Gas Co Ltd,14.3,-0.2,-1.38%,200,0,,,Utilites
GGI.BE,Beijing Energy International Holding Co Ltd,0.0172,0.0004,+2.38%,500,0,,,Utilites
EOAN.HA,E.ON SE,11.39,0.22,+1.97%,20,878,,,Utilites
TZ8.SG,Iren SpA,1.732,0.012,+0.70%,0,0,,,Utilites
NOU.MU,NiSource Inc,25.0,-0.1,-0.40%,60,0,,,Utilites
XGH.SG,ENN Energy Holdings Ltd,12.1,0.2,+1.68%,0,11,,,Utilites
NNGF.MU,National Grid PLC,12.3,0.1,+0.82%,"1,000",17,,,Utilites
ECV.BE,Encavis AG,16.04,0.18,+1.13%,150,39,,,Utilites
ETY.DU,Entergy Corp,92.5,0.0,0.00%,4,0,,,Utilites
ETG.BE,EnviTec Biogas AG,50.2,0.0,0.00%,200,7,,,Utilites
4DA.DU,OX2 AB,6.55,-0.03,-0.53%,100,1,,,Utilites
PP9.SG,PPL Corp,24.88,0.22,+0.89%,0,0,,,Utilites
EDP.MU,EDP - Energias de Portugal SA,4.623,0.0,0.00%,"1,101",23,,,Utilites
C3TA.BE,Central Puerto SA,6.65,0.3,+4.72%,,0,,,Utilites
SOT.SG,Southern Co,65.94,0.72,+1.10%,0,16,,,Utilites
1NR.DU,Northland Power Inc,18.94,0.12,+0.64%,100,4,,,Utilites
OT4.F,Otter Tail Corp,68.0,-1.0,-1.45%,30,0,,,Utilites
PNE3.DU,PNE AG,14.14,0.0,0.00%,100,37,,,Utilites
RN4.SG,REN-Redes Energeticas Nacionais Sgps SA,2.515,-0.005,-0.20%,0,53,,,Utilites
AEBA.DU,ALLETE Inc,54.5,0.5,+0.93%,,0,,,Utilites
1NR.BE,Northland Power Inc,18.96,0.1,+0.53%,50,0,,,Utilites
WS7A.SG,Binhai Investment Co Ltd,0.164,-0.001,-0.61%,0,0,,,Utilites
FDK.DU,American States Water Co,79.55,0.85,+1.08%,4,0,,,Utilites
9C6.BE,China Suntien Green Energy Corp Ltd,0.324,0.002,+0.62%,"6,250",0,,,Utilites
AOR.BE,Solaria Energia y Medio Ambiente SA,13.46,0.09,+0.67%,270,0,,,Utilites
HUP1.DU,Huaneng Power International Inc,0.51,-0.02,-3.77%,"60,000",0,,,Utilites
PPL.BE,PannErgy Plc,2.92,0.08,+2.82%,"2,200",0,,,Utilites
H3O1.BE,H2O Innovation Inc,2.07,0.07,+3.50%,"1,665",29,,,Utilites
TOG.SG,Tokyo Gas Co Ltd,20.4,-0.4,-1.92%,"1,000",6,,,Utilites
FP3.DU,NextEra Energy Inc,68.19,0.52,+0.77%,75,31,,,Utilites
1ZK.MU,Elmera Group ASA,2.074,-0.004,-0.19%,"2,500",52,,,Utilites
D9F2.SG,Drax Group PLC,6.59,0.0,0.00%,0,7,,,Utilites
44T.DU,Terna Energy SA,19.64,0.11,+0.56%,50,0,,,Utilites
EOAA.BE,E.ON SE,11.3,0.2,+1.80%,"3,200",135,,,Utilites
SCT.DU,SSE PLC,21.6,0.4,+1.89%,100,0,,,Utilites
IBE1.MU,Iberdrola SA,11.57,0.06,+0.56%,1,152,,,Utilites
OT4.SG,Otter Tail Corp,68.5,-0.5,-0.72%,0,0,,,Utilites
MVV1.SG,MVV Energie AG,31.4,0.8,+2.61%,536,107,,,Utilites
D2G1.SG,Orsted A/S,29.4,0.8,+2.80%,0,0,,,Utilites
ENL.SG,Enel SpA,6.11,-0.02,-0.28%,200,"9,195",,,Utilites
FJG.MU,Electric Power Development Co Ltd,13.7,-0.1,-0.72%,50,0,,,Utilites
OSA.BE,Osaka Gas Co Ltd,14.3,-0.2,-1.38%,200,0,,,Utilites
HNM.DU,Ormat Technologies Inc,78.45,0.1,+0.13%,10,0,,,Utilites
GGI.BE,Beijing Energy International Holding Co Ltd,0.0172,0.0004,+2.38%,500,0,,,Utilites
EOAN.HA,E.ON SE,11.39,0.22,+1.97%,20,878,,,Utilites
TZ8.SG,Iren SpA,1.732,0.012,+0.70%,0,0,,,Utilites
LYV.DU,Orron Energy AB,1.057,-0.002,-0.19%,500,0,,,Utilites
WIC.DU,WEC Energy Group Inc,83.4,0.2,+0.24%,5,0,,,Utilites
DOD.SG,Dominion Energy Inc,49.2,0.92,+1.90%,0,6,,,Utilites
DGY.DU,DTE Energy Co,103.0,0.0,0.00%,50,0,,,Utilites
CHH.BE,CK Infrastructure Holdings Ltd,4.812,-0.148,-2.98%,100,1,,,Utilites
3LUA.BE,Green Hydrogen Systems A/S,1.688,-1.687,-49.99%,300,0,,,Utilites
DCA.BE,ACEA SpA,13.58,-0.03,-0.22%,454,0,,,Utilites
LGR.MU,Spire Inc,58.5,-1.0,-1.68%,100,23,,,Utilites
EOAN.HM,E.ON SE,11.41,0.2,+1.83%,"17,060","5,675",,,Utilites
DCA.MU,ACEA SpA,13.59,-0.05,-0.37%,"1,000",20,,,Utilites
HAU2.F,China Water Industry Group Ltd,0.015,-0.0015,-9.09%,"25,000",963,,,Utilites
52K.MU,Cloudberry Clean Energy ASA,1.14,-0.02,-1.72%,"1,865",304,,,Utilites
CID.DU,Energy Company of Minas Gerais,2.36,0.04,+1.72%,"2,562",0,,,Utilites
44T.HA,Terna Energy SA,19.74,-0.04,-0.20%,100,1,,,Utilites
04B.BE,Green Impact Partners Inc,5.25,-0.1,-1.87%,10,0,,,Utilites
